sample,species,%_of_10_best_matches=species,top_hit_distance,top_hit_p_value,top_hit_shared_hashes,num_genomes,maximum_genome_length,minimum_genome_length,result,filename,total_length,number,mean_length,longest,shortest,N_count,Gaps,N50,N50n,N70,N70n,N90,N90n,#IID,HOM_REF_CT,HOM_ALT_SNP_CT,HET_SNP_CT,DIPLOID_TRANSITION_CT,DIPLOID_TRANSVERSION_CT,DIPLOID_NONSNP_NONSYMBOLIC_CT,DIPLOID_SINGLETON_CT,HAP_REF_INCL_FEMALE_Y_CT,HAP_ALT_INCL_FEMALE_Y_CT,MISSING_INCL_FEMALE_Y_CT,Contamination_Antony,Contamination_Julio,Contamination,Host,Collection_Year,Continent,Country,Dataset,Research_Point,Date_Collected,State_grocery,Organic_RWA,State,CA,Notes,GWU_RUN_NAME,Isolate_submitted,lat,lon,ST_Enterobase,ST_Pasteur,speciator
SB2710445581,Escherichia coli,100.0,0.00154832,0.0,938/1000,823.0,6162737,3976195,good,SB2710445581,5192036.0,306.0,16967.44,398876.0,78.0,584.0,6.0,209530.0,9.0,109120.0,16.0,39966.0,32.0,SB2710445581,641628.0,95538.0,534.0,70449.0,24845.0,0.0,39.0,0.0,0.0,144.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,26584_KP_Clinical,14/07/2020,,,,,,WELLCOME_Run_9,Escherichia coli,,,95,1,Escherichia coli
SB278790728,Escherichia coli,100.0,0.00154832,0.0,938/1000,823.0,6162737,3976195,good,SB278790728,5069587.0,190.0,26682.04,493564.0,78.0,686.0,8.0,240374.0,7.0,175241.0,12.0,75117.0,22.0,SB278790728,525554.0,96437.0,440.0,70876.0,25216.0,0.0,16.0,0.0,0.0,69.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,10348_KP_Clinical,27/06/2018,,,,,,WELLCOME_Run_4,Escherichia coli,,,127,33,Escherichia coli
SB2711672573,Escherichia coli,100.0,0.00121124,0.0,951/1000,823.0,6162737,3976195,good,SB2711672573,5002959.0,181.0,27640.66,468333.0,78.0,688.0,7.0,229917.0,7.0,173840.0,12.0,86178.0,19.0,SB2711672573,640312.0,97068.0,401.0,71120.0,25315.0,0.0,24.0,0.0,0.0,67.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,27429_KP_Clinical,31/08/2020,,,,,,WELLCOME_Run_9,Escherichia coli,,,131,43,Escherichia coli
SB278791617,Escherichia coli,100.0,0.00103256,0.0,958/1000,823.0,6162737,3976195,good,SB278791617,5158788.0,197.0,26186.74,539572.0,78.0,404.0,6.0,290574.0,7.0,116290.0,13.0,43984.0,25.0,SB278791617,637653.0,97390.0,523.0,71486.0,25444.0,0.0,27.0,0.0,0.0,75.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,2138_KP_Clinical,23/03/2017,,,,,,WELLCOME_Run_5,Escherichia coli,,,95,1,Escherichia coli
SB278791490,Escherichia coli,100.0,0.00823165,0.0,726/1000,823.0,6162737,3976195,good,SB278791490,5306882.0,360.0,14741.34,309792.0,78.0,881.0,9.0,83326.0,18.0,52551.0,34.0,27420.0,61.0,SB278791490,687587.0,47725.0,272.0,34446.0,13070.0,0.0,157.0,0.0,0.0,28.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,13_KP_FUTI_CN-054_M4,11/09/2018,CA,0.0,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,399,661,Escherichia coli
SB278791485,Escherichia coli,100.0,0.00730426,0.0,751/1000,823.0,6162737,3976195,good,SB278791485,4800201.0,398.0,12060.81,206203.0,78.0,1381.0,14.0,69842.0,21.0,42972.0,38.0,18102.0,72.0,SB278791485,581644.0,46283.0,279.0,33523.0,12593.0,0.0,290.0,0.0,0.0,93442.0,Non contaminated,Non contaminated,Non contaminated,Pork,2018.0,North America,United States,SB27,13_KP_FUTI_CN-062_M3,06/11/2018,CA,0.0,,,,WELLCOME_Run_5,Escherichia coli,,,8392,fbb80d8f3648a4449a389c7ab9d39af3bcb00fa6,Escherichia coli
SB277889743,Escherichia coli,100.0,0.00308338,0.0,882/1000,823.0,6162737,3976195,good,SB277889743,5232004.0,346.0,15121.4,447829.0,78.0,1174.0,13.0,174653.0,10.0,111251.0,17.0,43380.0,33.0,SB277889743,527794.0,88235.0,1099.0,64992.0,23598.0,0.0,202.0,0.0,0.0,104546.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,3_KP_FUTI_CN-017,26/12/2017,CA,0.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,117,48,Escherichia coli
SB279406518,Escherichia coli,100.0,0.00823165,0.0,726/1000,823.0,6162737,3976195,good,SB279406518,5163790.0,737.0,7006.5,307548.0,78.0,1484.0,27.0,90724.0,15.0,52943.0,28.0,15357.0,58.0,SB279406518,602706.0,48032.0,865.0,34950.0,13332.0,0.0,624.0,0.0,0.0,70051.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2018.0,North America,United States,SB27,47_KP_FUTI_CN-020,15/01/2018,CA,0.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,1421,f7cc7b2d3e871fec8507394987a10e5f18dd1325,Shigella
SB279408302,Escherichia coli,100.0,0.00659353,0.0,771/1000,823.0,6162737,3976195,good,SB279408302,4812163.0,144.0,33417.8,640701.0,78.0,889.0,9.0,402411.0,5.0,238109.0,8.0,89095.0,14.0,SB279408302,770036.0,37786.0,397.0,27274.0,10411.0,0.0,10.0,0.0,0.0,14.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2019.0,North America,United States,SB27,8_KP_FUTI_CN-094_M1,28/07/2019,CA,0.0,California,1.0,,WELLCOME_Run_6,Escherichia coli,36.7014631,-118.755997,1304,571a5c74442b693fe185d7d5c2e278b9849bb95c,Escherichia coli
SB2711673989,Escherichia coli,100.0,0.0144049,0.0,586/1000,823.0,6162737,3976195,good,SB2711673989,5060514.0,390.0,12975.68,382177.0,78.0,1195.0,39.0,125184.0,13.0,69921.0,24.0,29370.0,46.0,SB2711673989,485573.0,45274.0,501.0,33217.0,12352.0,0.0,2148.0,0.0,0.0,143.0,Non contaminated,Non contaminated,Non contaminated,Pork,2021.0,North America,United States,SB27,6_DC_MEAT_CN-133_M3,29/10/2021,DC,0.0,,,,WELLCOME_Run_9,Escherichia coli,,,93eed767ecc28d10b9c5357cd973cfd6aa037e4c,7e17aaf62abd483041b2230d4a3e83eb3d5cf37c,Escherichia coli
SB2710445153,Escherichia coli,100.0,0.00381583,0.0,857/1000,823.0,6162737,3976195,good,SB2710445153,5520918.0,450.0,12268.71,332384.0,78.0,1179.0,12.0,165321.0,12.0,90237.0,22.0,35457.0,42.0,SB2710445153,650319.0,86464.0,994.0,63148.0,23546.0,0.0,50.0,0.0,0.0,66.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,21840_KP_Clinical,13/11/2019,,,,,,WELLCOME_Run_9,Escherichia coli,,,69,3,Escherichia coli
SB278344626,Escherichia coli,100.0,0.00896738,0.0,707/1000,823.0,6162737,3976195,good,SB278344626,5297190.0,523.0,10128.47,400526.0,78.0,691.0,7.0,148548.0,12.0,92296.0,21.0,32862.0,39.0,SB278344626,584652.0,36931.0,872.0,26966.0,10341.0,0.0,733.0,0.0,0.0,30.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,2612_KP_Clinical,09/06/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,210,eda024112e4464c29f6057b695e1724a22051adf,Escherichia coli
SB277889639,Escherichia coli,100.0,0.0125405,0.0,624/1000,823.0,6162737,3976195,good,SB277889639,4808948.0,380.0,12655.13,270117.0,78.0,591.0,6.0,54074.0,32.0,31692.0,56.0,13335.0,101.0,SB277889639,556382.0,40571.0,317.0,29344.0,11148.0,0.0,2.0,0.0,0.0,124380.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,1_KP_FUTI_CN-014,03/12/2017,CA,0.0,California,1.0,,WELLCOME_Run_1,Escherichia coli,36.7014631,-118.755997,6069,00867a67962f205ac8a35d66048918a56c42faec,Escherichia coli
SB278790418,Escherichia coli,100.0,0.00351914,0.0,867/1000,823.0,6162737,3976195,good,SB278790418,5145876.0,173.0,29744.95,584387.0,78.0,681.0,7.0,268985.0,7.0,117908.0,13.0,51273.0,24.0,SB278790418,584397.0,37326.0,751.0,27310.0,10360.0,0.0,287.0,0.0,0.0,16.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,12672_KP_Clinical,10/10/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,162,355,Escherichia coli
SB278790255,Escherichia coli,100.0,0.00128842,0.0,948/1000,823.0,6162737,3976195,good,SB278790255,5185917.0,174.0,29804.12,574581.0,78.0,485.0,5.0,468223.0,5.0,230026.0,9.0,52756.0,16.0,SB278790255,526478.0,95255.0,714.0,70170.0,24953.0,0.0,21.0,0.0,0.0,48.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,11941_KP_Clinical,29/08/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,95,1,Escherichia coli
SB2710441948,Escherichia coli,100.0,0.00580821,0.0,794/1000,823.0,6162737,3976195,good,SB2710441948,4891883.0,241.0,20298.27,443842.0,78.0,802.0,20.0,199804.0,9.0,139035.0,15.0,56582.0,26.0,SB2710441948,777638.0,38405.0,730.0,27943.0,10669.0,0.0,81.0,0.0,0.0,25.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,30_KP_FUTI_CN-052_M4,27/08/2018,CA,1.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,1205,fc806d9d2fbc55d30578711a78b50a58a134a5df,Escherichia coli
SB2710443014,Escherichia coli,100.0,0.00666341,0.0,769/1000,823.0,6162737,3976195,good,SB2710443014,5236203.0,401.0,13057.86,223475.0,78.0,1275.0,13.0,89279.0,20.0,47403.0,36.0,17469.0,71.0,SB2710443014,768506.0,47880.0,376.0,34797.0,13017.0,0.0,86.0,0.0,0.0,27.0,Non contaminated,Non contaminated,Non contaminated,Beef,2020.0,North America,United States,SB27,19_KP_FUTI_CN-116_M4,16/02/2020,CA,0.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,1434,817,Escherichia coli
SB279408560,Escherichia coli,100.0,0.00896738,0.0,707/1000,823.0,6162737,3976195,good,SB279408560,4738462.0,207.0,22891.12,314771.0,78.0,491.0,5.0,108666.0,15.0,63478.0,26.0,27200.0,49.0,SB279408560,772872.0,35035.0,307.0,25168.0,9678.0,0.0,403.0,0.0,0.0,11.0,Non contaminated,Non contaminated,Non contaminated,Pork,2019.0,North America,United States,SB27,6_KP_FUTI_CN-107_M3,10/11/2019,CA,0.0,Utah,0.0,,WELLCOME_Run_6,Escherichia coli,39.4225192,-111.714358,641,86,Escherichia coli
SB278344872,Escherichia coli,100.0,0.00752278,0.0,745/1000,823.0,6162737,3976195,good,SB278344872,5113227.0,266.0,19222.66,944895.0,78.0,963.0,11.0,509423.0,4.0,214754.0,8.0,90959.0,15.0,SB278344872,583487.0,38595.0,410.0,27886.0,10721.0,0.0,328.0,0.0,0.0,2.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,4570_KP_Clinical,04/10/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,10939,071aa55acedea10408b8e85ddae1393a7096a963,Escherichia coli
SB2710442967,Escherichia coli,100.0,0.00505504,0.0,817/1000,823.0,6162737,3976195,good,SB2710442967,4996071.0,189.0,26434.24,462554.0,78.0,680.0,7.0,196822.0,8.0,143176.0,14.0,60960.0,24.0,SB2710442967,778837.0,37480.0,472.0,27132.0,10321.0,0.0,262.0,0.0,0.0,4.0,Non contaminated,Non contaminated,Non contaminated,Beef,2020.0,North America,United States,SB27,21_KP_FUTI_CN-115_M4,10/02/2020,CA,0.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,58,87,Escherichia coli
SB2710442229,Escherichia coli,100.0,0.004991,0.0,819/1000,823.0,6162737,3976195,good,SB2710442229,5033492.0,177.0,28437.81,891003.0,78.0,1378.0,14.0,295313.0,5.0,207178.0,9.0,71579.0,17.0,SB2710442229,728389.0,87529.0,832.0,63548.0,23903.0,0.0,246.0,0.0,0.0,58.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,17_KP_FUTI_CN-077_M4,18/03/2019,CA,1.0,California,1.0,,WELLCOME_Run_8,Escherichia coli,36.7014631,-118.755997,5022,3,Escherichia coli
SB277889633,Escherichia coli,100.0,0.0128243,0.0,618/1000,823.0,6162737,3976195,good,SB277889633,5263810.0,194.0,27133.04,636378.0,78.0,1086.0,11.0,200226.0,8.0,135580.0,14.0,57639.0,24.0,SB277889633,548590.0,89545.0,630.0,65159.0,24129.0,0.0,130.0,0.0,0.0,82892.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2017.0,North America,United States,SB27,46_KP_FUTI_CN-013,27/11/2017,CA,0.0,Mississippi,0.0,,WELLCOME_Run_1,Escherichia coli,32.9715285,-89.7348497,68,14,Escherichia coli
SB279408059,Escherichia coli,100.0,0.00495906,0.0,820/1000,823.0,6162737,3976195,good,SB279408059,4672564.0,148.0,31571.38,900838.0,78.0,677.0,7.0,270406.0,6.0,223492.0,10.0,79420.0,16.0,SB279408059,688782.0,37866.0,310.0,27295.0,10420.0,0.0,157.0,0.0,0.0,4.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,18_KP_FUTI_CN-080_M4,08/04/2019,CA,1.0,Arizona,0.0,,WELLCOME_Run_6,Escherichia coli,34.395342,-111.763275,196,910,Escherichia coli
SB278344648,Escherichia coli,100.0,0.00282712,0.0,891/1000,823.0,6162737,3976195,good,SB278344648,5307336.0,210.0,25273.03,518001.0,78.0,675.0,7.0,330395.0,7.0,194660.0,12.0,102988.0,19.0,SB278344648,525457.0,96597.0,378.0,71014.0,25120.0,0.0,57.0,0.0,0.0,56.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,2678_KP_Clinical,15/06/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,998,129,Escherichia coli
SB279406945,Escherichia coli,100.0,0.00251903,0.0,902/1000,823.0,6162737,3976195,good,SB279406945,5346568.0,204.0,26208.67,661965.0,78.0,781.0,8.0,356534.0,6.0,174248.0,11.0,54255.0,22.0,SB279406945,626682.0,99415.0,780.0,72904.0,26139.0,0.0,47.0,0.0,0.0,88.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,17185_KP_Clinical,01/05/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,127,33,Escherichia coli
SB2710446127,Escherichia coli,100.0,0.0018924,0.0,925/1000,823.0,6162737,3976195,good,SB2710446127,5132628.0,298.0,17223.58,552645.0,78.0,876.0,10.0,356695.0,6.0,217265.0,10.0,64630.0,18.0,SB2710446127,670318.0,98545.0,810.0,72371.0,25836.0,0.0,50.0,0.0,0.0,89.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,11470_KP_Clinical,08/08/2018,,,,,,WELLCOME_Run_9,Escherichia coli,,,127,32,Escherichia coli
SB2711674055,Escherichia coli,100.0,0.00445566,0.0,836/1000,823.0,6162737,3976195,good,SB2711674055,5010056.0,359.0,13955.59,290029.0,78.0,1776.0,19.0,105674.0,15.0,72326.0,27.0,27777.0,48.0,SB2711674055,688299.0,49137.0,366.0,35587.0,13437.0,0.0,95.0,0.0,0.0,25.0,Non contaminated,Non contaminated,Non contaminated,Pork,2021.0,North America,United States,SB27,1_DC_MEAT_CN-136_M3,05/11/2021,DC,0.0,,,,WELLCOME_Run_9,Escherichia coli,,,10,2,Escherichia coli
SB278791530,Escherichia coli,100.0,0.00454897,0.0,833/1000,823.0,6162737,3976195,good,SB278791530,5444731.0,894.0,6090.3,474370.0,78.0,999.0,13.0,200050.0,10.0,136953.0,16.0,37343.0,31.0,SB278791530,636421.0,98218.0,827.0,72408.0,25642.0,0.0,30.0,0.0,0.0,156.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,6_KP_FUTI_CN-058_M2,08/10/2018,CA,0.0,Minnesota,0.0,,WELLCOME_Run_5,Escherichia coli,45.9896587,-94.6113288,706,6e3e118e7523d567f6dbf21a1e9bbcdad67111bb,Escherichia coli
SB2710445772,Escherichia coli,100.0,0.00763299,0.0,742/1000,823.0,6162737,3976195,good,SB2710445772,4870129.0,303.0,16073.03,221444.0,78.0,1478.0,15.0,79386.0,20.0,58658.0,34.0,24059.0,60.0,SB2710445772,722513.0,46856.0,347.0,33906.0,12726.0,0.0,352.0,0.0,0.0,22.0,Non contaminated,Non contaminated,Non contaminated,Pork,2018.0,North America,United States,SB27,8_KP_FUTI_CN-067_M3,31/12/2018,CA,0.0,,,,WELLCOME_Run_9,Escherichia coli,,,6833,1162,Escherichia coli
SB2710446041,Escherichia coli,100.0,0.0025468,0.0,901/1000,823.0,6162737,3976195,good,SB2710446041,5078308.0,199.0,25519.14,337026.0,78.0,495.0,5.0,175769.0,11.0,118628.0,18.0,39516.0,31.0,SB2710446041,671562.0,97605.0,519.0,71558.0,25509.0,0.0,22.0,0.0,0.0,58.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,2269_KP_Clinical,06/04/2017,,,,,,WELLCOME_Run_9,Escherichia coli,,,127,32,Escherichia coli
SB2710443047,Escherichia coli,100.0,0.00375609,0.0,859/1000,823.0,6162737,3976195,good,SB2710443047,5251721.0,310.0,16941.04,882068.0,78.0,784.0,8.0,275721.0,6.0,186199.0,10.0,87180.0,18.0,SB2710443047,721065.0,94729.0,894.0,70111.0,24656.0,0.0,642.0,0.0,0.0,126.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2020.0,North America,United States,SB27,17_KP_FUTI_CN-117_M2,24/02/2020,CA,0.0,Wisconsin,0.0,,WELLCOME_Run_8,Escherichia coli,44.4308975,-89.6884637,141,134,Escherichia coli
SB278344940,Escherichia coli,100.0,0.00531349,0.0,809/1000,823.0,6162737,3976195,good,SB278344940,4765247.0,224.0,21273.42,233546.0,78.0,872.0,9.0,69528.0,21.0,55041.0,37.0,31109.0,59.0,SB278344940,578897.0,46553.0,185.0,33726.0,12599.0,0.0,394.0,0.0,0.0,96011.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,5215_KP_Clinical,15/11/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,216,a9e8dd3622bc5c656081fb2eee778d5328137279,Escherichia coli
SB278344488,Escherichia coli,100.0,0.000880953,0.0,964/1000,823.0,6162737,3976195,good,SB278344488,5137812.0,265.0,19387.97,621691.0,78.0,486.0,5.0,267122.0,6.0,177233.0,11.0,50978.0,21.0,SB278344488,526310.0,95602.0,534.0,70374.0,24941.0,0.0,60.0,0.0,0.0,57.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,2081_KP_Clinical,14/03/2017,,,,,,WELLCOME_Run_2,Escherichia coli,,,95,1,Escherichia coli
SB278790537,Escherichia coli,100.0,0.00354859,0.0,866/1000,823.0,6162737,3976195,good,SB278790537,5211616.0,233.0,22367.45,701844.0,78.0,1065.0,11.0,441749.0,5.0,343749.0,8.0,54255.0,14.0,SB278790537,525408.0,96428.0,604.0,70976.0,25209.0,0.0,91.0,0.0,0.0,59.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,13914_KP_Clinical,03/12/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,73,29,Escherichia coli
SB279407882,Escherichia coli,100.0,0.00492718,0.0,821/1000,823.0,6162737,3976195,good,SB279407882,5191807.0,312.0,16640.41,378447.0,78.0,975.0,10.0,139094.0,13.0,85719.0,22.0,44135.0,40.0,SB279407882,688633.0,37535.0,756.0,27282.0,10536.0,0.0,513.0,0.0,0.0,35.0,Non contaminated,Non contaminated,Non contaminated,Chicken,2019.0,North America,United States,SB27,1_KP_FUTI_CN-071_M1,29/01/2019,CA,0.0,Texas,0.0,,WELLCOME_Run_6,Escherichia coli,31.2638905,-98.5456116,1079,bf22870a976fba5d18e15578d0310501c66eced8,Escherichia coli
SB278791669,Escherichia coli,100.0,0.00387578,0.0,855/1000,823.0,6162737,3976195,good,SB278791669,5024287.0,281.0,17880.02,474763.0,78.0,1270.0,13.0,176003.0,10.0,117146.0,17.0,46513.0,30.0,SB278791669,683852.0,50901.0,828.0,37241.0,14051.0,0.0,505.0,0.0,0.0,46.0,Non contaminated,Non contaminated,Non contaminated,Human,2017.0,North America,United States,SB27,4681_KP_Clinical,12/10/2017,,,,,,WELLCOME_Run_5,Escherichia coli,,,10,837,Escherichia coli
SB2711672553,Escherichia coli,100.0,0.00160079,0.0,936/1000,823.0,6162737,3976195,good,SB2711672553,5002885.0,140.0,35734.89,553934.0,78.0,490.0,5.0,356227.0,6.0,196665.0,10.0,96399.0,18.0,SB2711672553,670457.0,98437.0,811.0,72259.0,25868.0,0.0,57.0,0.0,0.0,59.0,Non contaminated,Non contaminated,Non contaminated,Human,2020.0,North America,United States,SB27,27321_KP_Clinical,25/08/2020,,,,,,WELLCOME_Run_9,Escherichia coli,,,127,33,Escherichia coli
SB2710442071,Escherichia coli,100.0,0.00873204,0.0,713/1000,823.0,6162737,3976195,good,SB2710442071,5097128.0,205.0,24864.04,535332.0,78.0,391.0,4.0,225863.0,8.0,128258.0,13.0,45784.0,25.0,SB2710442071,778071.0,37927.0,780.0,27609.0,10661.0,0.0,411.0,0.0,0.0,19.0,Non contaminated,Non contaminated,Non contaminated,Beef,2018.0,North America,United States,SB27,21_KP_FUTI_CN-047_M4,23/07/2018,CA,1.0,Illinois,0.0,,WELLCOME_Run_8,Escherichia coli,40.0796606,-89.4337288,5906,c989a584afaabafd85821920ce25a2ed1c780786,Escherichia coli
SB2710445318,Escherichia coli,100.0,0.00638544,0.0,777/1000,823.0,6162737,3976195,good,SB2710445318,4911174.0,186.0,26404.16,542210.0,78.0,289.0,3.0,163149.0,10.0,93288.0,17.0,45486.0,30.0,SB2710445318,698556.0,38642.0,629.0,27920.0,10873.0,0.0,261.0,0.0,0.0,3.0,Non contaminated,Non contaminated,Non contaminated,Beef,2019.0,North America,United States,SB27,22_KP_FUTI_CN-109_M4,09/12/2019,CA,0.0,California,1.0,,WELLCOME_Run_9,Escherichia coli,36.7014631,-118.755997,3234,83d51cb16c535523289d41522a20bc1e55be981d,Escherichia coli
SB278791296,Escherichia coli,100.0,0.00614558,0.0,784/1000,823.0,6162737,3976195,good,SB278791296,4949031.0,170.0,29111.95,616135.0,78.0,288.0,3.0,465358.0,5.0,272721.0,8.0,87533.0,14.0,SB278791296,636214.0,99283.0,78.0,72414.0,25777.0,0.0,12.0,0.0,0.0,48.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,36_KP_FUTI_CN-046_M2,16/07/2018,CA,0.0,Wisconsin,0.0,,WELLCOME_Run_5,Escherichia coli,44.4308975,-89.6884637,2556,292,Escherichia coli
SB279406834,Escherichia coli,100.0,0.00470559,0.0,828/1000,823.0,6162737,3976195,good,SB279406834,5431398.0,413.0,13151.08,503846.0,78.0,1266.0,13.0,156230.0,9.0,88317.0,19.0,26863.0,39.0,SB279406834,640023.0,86147.0,750.0,62598.0,23387.0,0.0,21.0,0.0,0.0,42.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,16022_KP_Clinical,14/03/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,69,3,Escherichia coli
SB2710441463,Escherichia coli,100.0,0.00439372,0.0,838/1000,823.0,6162737,3976195,good,SB2710441463,4733846.0,149.0,31770.78,703719.0,78.0,1274.0,13.0,275377.0,6.0,159122.0,11.0,57212.0,22.0,SB2710441463,767108.0,49410.0,222.0,35693.0,13452.0,0.0,363.0,0.0,0.0,49.0,Non contaminated,Non contaminated,Non contaminated,Pork,2021.0,North America,United States,SB27,13_KP_FUTI_CN-121_M3,03/05/2021,CA,0.0,,,,WELLCOME_Run_7,Escherichia coli,,,10,2,Escherichia coli
SB278790503,Escherichia coli,100.0,0.0136002,0.0,602/1000,823.0,6162737,3976195,good,SB278790503,4938761.0,166.0,29751.57,1023654.0,78.0,885.0,9.0,291747.0,6.0,205609.0,10.0,83778.0,17.0,SB278790503,531020.0,91134.0,312.0,66234.0,24449.0,0.0,2101.0,0.0,0.0,20.0,Non contaminated,Non contaminated,Non contaminated,Human,2018.0,North America,United States,SB27,13455_KP_Clinical,16/11/2018,,,,,,WELLCOME_Run_3,Escherichia coli,,,1061,b16cf9d93bb875a7b11c91d142046dabe6365061,Escherichia coli
SB279407009,Escherichia coli,100.0,0.00232584,0.0,909/1000,823.0,6162737,3976195,good,SB279407009,5040433.0,228.0,22107.16,436489.0,78.0,883.0,9.0,260744.0,8.0,139605.0,14.0,52014.0,26.0,SB279407009,638254.0,87578.0,1108.0,63814.0,23929.0,0.0,20.0,0.0,0.0,41.0,Non contaminated,Non contaminated,Non contaminated,Human,2019.0,North America,United States,SB27,17883_KP_Clinical,30/05/2019,,,,,,WELLCOME_Run_6,Escherichia coli,,,69,3,Escherichia coli
SB279407858,Escherichia coli,100.0,0.00319852,0.0,878/1000,823.0,6162737,3976195,good,SB279407858,5317425.0,423.0,12570.74,566949.0,78.0,782.0,8.0,275722.0,7.0,179848.0,12.0,73236.0,20.0,SB279407858,629751.0,96165.0,971.0,71138.0,25138.0,0.0,97.0,0.0,0.0,84.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2019.0,North America,United States,SB27,13_KP_FUTI_CN-070_M2,21/01/2019,CA,0.0,Minnesota,0.0,,WELLCOME_Run_6,Escherichia coli,45.9896587,-94.6113288,141,134,Escherichia coli
SB278791400,Escherichia coli,100.0,0.00796745,0.0,733/1000,823.0,6162737,3976195,good,SB278791400,5084594.0,250.0,20338.38,336431.0,78.0,290.0,3.0,164106.0,12.0,111899.0,19.0,38856.0,34.0,SB278791400,696638.0,38282.0,688.0,27795.0,10703.0,0.0,32.0,0.0,0.0,16.0,Non contaminated,Non contaminated,Non contaminated,Turkey,2018.0,North America,United States,SB27,18_KP_FUTI_CN-059_M2,15/10/2018,CA,1.0,California,1.0,,WELLCOME_Run_5,Escherichia coli,36.7014631,-118.755997,5679,629c9afd9814ba6e30672aed0877fd0940dd8019,Escherichia coli
